Word,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,text_6.started,text_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,10.34648278000077,None,1,13.80059867700038,10.34648278000077,None,,,,,,,,,,,,,,,,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
,,,,,,,,,,,24.168837748000442,None,5,30.524198158000218,24.168837748000442,None,,,,,,,,,,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
binoculars,0,0,0,1,,,,,,,,,,,,,55.7300006330006,None,54.74655202100075,55.74716760800038,60.730466705000254,None,None,60.730466705000254,None,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
cabdriver,0,1,1,36,,,,,,,,,,,,,66.72998989900043,None,65.72945759699996,66.72998989900043,71.73468370000046,None,None,71.73468370000046,None,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
cheesecake,0,2,2,7,,,,,,,,,,,,,77.71390717000031,87.71722149900052,76.72968250600024,77.72988040600012,82.71855478700036,None,None,82.71855478700036,None,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
umbrella,0,3,3,5,,,,,,,,,,,,,88.71828268000081,None,87.73449788000016,88.73066757300057,93.71334191400001,98.714126502,None,93.71334191400001,98.714126502,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
cheerleader,0,4,4,32,,,,,,,,,,,,,99.71343569000055,None,98.73030847300015,99.73054816700005,104.71840438100025,None,None,104.71840438100025,None,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
bulldozer,0,5,5,17,,,,,,,,,,,,,110.71795684000062,109.71775218200037,109.71775218200037,110.73070142400047,115.71703209600037,109.71775218200037,None,115.71703209600037,109.71775218200037,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
stove,0,6,6,13,,,,,,,,,,,,,121.71408105299997,None,120.72998008700051,121.73093400200014,126.71322274700015,None,None,126.71322274700015,None,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
passport,0,7,7,4,,,,,,,,,,,,,132.74661511400063,131.71339793300012,131.71339793300012,132.74661511400063,137.71416516700083,142.71351253600005,None,137.71416516700083,142.71351253600005,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
seahorse,0,8,8,33,,,,,,,,,,,,,143.71688329100016,None,142.73072336400037,143.73072087800028,148.71398254199994,153.71376729800068,None,148.71398254199994,153.71376729800068,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
leopard,0,9,9,24,,,,,,,,,,,,,154.71409675800078,None,153.73085444000026,154.7309000660007,159.71337745800065,None,None,159.71337745800065,None,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
walrus,0,10,10,25,,,,,,,,,,,,,165.69734117700045,175.69670485400002,164.7135100130008,165.71350176400028,170.71354983700076,164.7135100130008,None,170.71354983700076,164.7135100130008,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
keyboard,0,11,11,15,,,,,,,,,,,,,176.6975882380002,None,175.7136377730003,176.71399751300032,181.6968845250003,175.7136377730003,None,181.6968845250003,175.7136377730003,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
grandfather,0,12,12,34,,,,,,,,,,,,,187.6801286200007,186.69694225500007,186.69694225500007,187.69744125100078,192.68024106300072,186.69694225500007,None,192.68024106300072,186.69694225500007,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
hummingbird,0,13,13,28,,,,,,,,,,,,,198.6643054340002,208.66391332200055,197.67994259700026,198.68057129099998,203.6803630610002,197.67994259700026,None,203.6803630610002,197.67994259700026,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
treadmill,0,14,14,16,,,,,,,,,,,,,209.66366290600035,None,208.68011977700007,209.68065599200054,214.6640510950001,208.68011977700007,None,214.6640510950001,208.68011977700007,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
snowball,0,15,15,14,,,,,,,,,,,,,220.6493473340006,219.6641602010004,219.6641602010004,220.66416263100018,225.64747445000012,230.64744304100077,None,225.64747445000012,230.64744304100077,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
coyote,0,16,16,27,,,,,,,,,,,,,231.647469601,230.66432779000024,230.66432779000024,231.663562017,236.64756782400036,None,None,236.64756782400036,None,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
baby,0,17,17,20,,,,,,,,,,,,,242.63084203200015,241.64765363800052,241.64765363800052,242.64766925700042,247.62991054600025,241.64765363800052,None,247.62991054600025,241.64765363800052,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
hairstylist,0,18,18,37,,,,,,,,,,,,,253.6142138340001,252.62995992300057,252.62995992300057,253.63105507900036,258.614324358,252.62995992300057,None,258.614324358,252.62995992300057,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
microscope,0,19,19,6,,,,,,,,,,,,,264.59755970600054,263.6134020970003,263.6134020970003,264.6144042200003,269.596852658,263.6134020970003,None,269.596852658,263.6134020970003,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
swan,0,20,20,29,,,,,,,,,,,,,275.6142334420001,274.6297860800005,274.6297860800005,275.6309068220007,280.61381163900023,274.6297860800005,None,280.61381163900023,274.6297860800005,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
violinist,0,21,21,39,,,,,,,,,,,,,286.59707505700044,285.6138290960007,285.6138290960007,286.6143024660005,291.5974213770005,285.6138290960007,None,291.5974213770005,285.6138290960007,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
mirror,0,22,22,10,,,,,,,,,,,,,297.58046046600066,296.59759904900056,296.59759904900056,297.597263228,302.5805462140006,296.59759904900056,None,302.5805462140006,296.59759904900056,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
necklace,0,23,23,12,,,,,,,,,,,,,308.5637749340003,307.58053784599997,307.58053784599997,308.58051353300016,313.5640630280004,307.58053784599997,None,313.5640630280004,307.58053784599997,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
chipmunk,0,24,24,26,,,,,,,,,,,,,319.54704180499994,318.563687242,318.563687242,319.5637046040001,324.5475262760001,318.563687242,None,324.5475262760001,318.563687242,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
porcupine,0,25,25,22,,,,,,,,,,,,,330.5303629940008,329.5473894910001,329.5473894910001,330.5476384620006,335.5302769610007,329.5473894910001,None,335.5302769610007,329.5473894910001,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
camera,0,26,26,3,,,,,,,,,,,,,341.51378284100065,340.5305334630002,340.5305334630002,341.5305200870007,346.51388058000066,340.5305334630002,None,346.51388058000066,340.5305334630002,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
waterfall,0,27,27,18,,,,,,,,,,,,,352.49816218200067,351.51399305199993,351.51399305199993,352.51415846500004,357.4978413790004,362.49836430899995,None,357.4978413790004,362.49836430899995,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
donkey,0,28,28,23,,,,,,,,,,,,,363.49715984500017,362.5136185750007,362.5136185750007,363.51452571000027,368.4981787350007,None,None,368.4981787350007,None,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
ladybug,0,29,29,30,,,,,,,,,,,,,374.48036550300003,373.498030836,373.498030836,374.4970024690001,379.48107322100077,373.498030836,None,379.48107322100077,373.498030836,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
axe,0,30,30,0,,,,,,,,,,,,,385.46441572000003,384.48103425000045,384.48103425000045,385.4812138080006,390.46444288400016,384.48103425000045,None,390.46444288400016,384.48103425000045,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
elephant,0,31,31,21,,,,,,,,,,,,,396.4474023090006,395.46379227300076,395.46379227300076,396.46429613800046,401.44769558900043,395.46379227300076,None,401.44769558900043,395.46379227300076,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
fingerprint,0,32,32,11,,,,,,,,,,,,,407.46454370300034,406.4968435870005,406.4968435870005,407.49776789000043,412.4641430650008,406.4968435870005,None,412.4641430650008,406.4968435870005,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
hair,0,33,33,8,,,,,,,,,,,,,418.4473496750006,417.4640490420006,417.4640490420006,418.46412276200044,423.44774713100014,417.4640490420006,None,423.44774713100014,417.4640490420006,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
platypus,0,34,34,35,,,,,,,,,,,,,429.42978683399997,428.4473849980004,428.4473849980004,429.446622939,434.43063470000016,428.4473849980004,None,434.43063470000016,428.4473849980004,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
knight,0,35,35,38,,,,,,,,,,,,,440.41391399500026,439.4307005850005,439.4307005850005,440.4307351460002,445.413191742,439.4307005850005,None,445.413191742,439.4307005850005,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
ketchup,0,36,36,2,,,,,,,,,,,,,451.397170364,450.41330449,450.41330449,451.41329543900065,456.3972579430001,450.41330449,None,456.3972579430001,450.41330449,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
crab,0,37,37,31,,,,,,,,,,,,,462.3803910250008,461.3966100330008,461.3966100330008,462.39682499100036,467.3799767770006,461.3966100330008,None,467.3799767770006,461.3966100330008,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
airplane,0,38,38,9,,,,,,,,,,,,,473.36359458900006,472.38103956300074,472.38103956300074,473.38000051200015,478.363306407,472.38103956300074,None,478.363306407,472.38103956300074,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
scalpel,0,39,39,19,,,,,,,,,,,,,484.3468852880005,483.3631204680005,483.3631204680005,484.3633101330006,489.3464830749999,483.3631204680005,None,489.3464830749999,483.3631204680005,,,subj002,001,2021_Nov_05_1754,item,3.2.3,59.79676216675832,
,,,,,,,,,,,,,,,,,,,,,,,,,,494.3465572900004,None,,,,,,,
