Word,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,key_resp_3.rt,text_6.started,text_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,7.116858672990929,None,1,43.73728228599066,7.116858672990929,None,,,,,,,,,,,,,,,,,,,subj026,001,2023_Feb_04_1329,item,3.2.3,60.2407301478804,
,,,,,,,,,,,50.87231073799194,None,5,16.946829513995908,50.87231073799194,None,,,,,,,,,,,,,subj026,001,2023_Feb_04_1329,item,3.2.3,60.2407301478804,
hairstylist,0,0,0,37,,,,,,,,,,,,,68.85594081999443,None,67.87268587599101,68.87274954900204,73.84986166800081,None,None,73.84986166800081,None,,,,subj026,001,2023_Feb_04_1329,item,3.2.3,60.2407301478804,
cabdriver,0,1,1,36,,,,,,,,,,,,,79.8494846609974,None,78.86641484999564,79.85623064999527,84.85650309699122,None,1,84.85650309699122,None,0.3797436359891435,,,subj026,001,2023_Feb_04_1329,item,3.2.3,60.2407301478804,
treadmill,0,2,2,16,,,,,,,,,,,,,90.8498166060017,None,89.85634823699365,90.85661690399866,95.83936577499844,None,2,95.83936577499844,None,0.9987396570068086,,,subj026,001,2023_Feb_04_1329,item,3.2.3,60.2407301478804,
keyboard,0,3,3,15,,,,,,,,,,,,,101.83997352900042,100.84868060400186,100.84868060400186,101.8567425700021,106.82141513699025,111.82323946699034,2,106.82141513699025,111.82323946699034,0.869800590997329,,,subj026,001,2023_Feb_04_1329,item,3.2.3,60.2407301478804,
knight,0,4,4,38,,,,,,,,,,,,,112.83306009799708,111.84008310099307,111.84008310099307,112.84938400700048,117.82254040898988,122.82279930899676,1,117.82254040898988,122.82279930899676,0.9645686950098025,,,subj026,001,2023_Feb_04_1329,item,3.2.3,60.2407301478804,
crab,0,5,5,31,,,,,,,,,,,,,123.8229179810005,122.84959100399283,122.84959100399283,123.85593241199967,128.82315943398862,None,None,128.82315943398862,None,,,,subj026,001,2023_Feb_04_1329,item,3.2.3,60.2407301478804,
donkey,0,6,6,23,,,,,,,,,,,,,134.80643596799928,133.83287211800052,133.83287211800052,134.84000093299255,139.8061155059986,133.83287211800052,None,139.8061155059986,133.83287211800052,,,,subj026,001,2023_Feb_04_1329,item,3.2.3,60.2407301478804,
ketchup,0,7,7,2,,,,,,,,,,,,,145.78942898499372,144.8064828839997,144.8064828839997,145.8065617629909,150.79021274599654,144.8064828839997,2,150.79021274599654,144.8064828839997,0.7219983090035385,,,subj026,001,2023_Feb_04_1329,item,3.2.3,60.2407301478804,
