6.8159 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x109818d30>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x128d219b0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.8160 	EXP 	window1: recordFrameIntervals = False
6.9812 	EXP 	window1: recordFrameIntervals = True
7.1652 	EXP 	window1: recordFrameIntervals = False
7.6165 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
7.6620 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Waiting for the scanner\n', units='height', win=Window(...), wrapWidth=1)
7.7037 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
7.7069 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
7.7201 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.02, italic=False, languageStyle='LTR', name='text_5', opacity=1.0, ori=0, pos=array([ 0. , -0.3]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
7.7629 	EXP 	Created text_6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_6', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text="That's the end of this task\n", units='height', win=Window(...), wrapWidth=1)
7.7814 	EXP 	text: autoDraw = True
9.8382 	DATA 	Keypress: 1
9.8481 	EXP 	text: autoDraw = False
9.8481 	EXP 	text_2: autoDraw = True
34.4544 	EXP 	Imported wl.csv as conditions, 40 conditions, 1 params
34.4547 	EXP 	Created sequence: random, trialTypes=40, nReps=1, seed=None
34.4549 	EXP 	New trial (rep=0, index=0): OrderedDict([('Word', 'axe')])
34.4606 	DATA 	Keypress: 5
34.4621 	DATA 	Keypress: equal
34.4675 	EXP 	text_2: autoDraw = False
34.4675 	EXP 	text_3: text = 'axe'
34.4675 	EXP 	text_4: autoDraw = True
35.4495 	EXP 	text_3: autoDraw = True
35.4831 	EXP 	text_4: autoDraw = False
35.9695 	DATA 	Keypress: equal
35.9714 	DATA 	Keypress: 5
37.4696 	DATA 	Keypress: 5
37.4715 	DATA 	Keypress: equal
38.9703 	DATA 	Keypress: equal
38.9722 	DATA 	Keypress: 5
40.4486 	EXP 	text_5: autoDraw = True
40.4708 	DATA 	Keypress: 5
40.4726 	DATA 	Keypress: equal
41.2375 	DATA 	Keypress: 2
41.9710 	DATA 	Keypress: equal
41.9728 	DATA 	Keypress: 5
43.4535 	DATA 	Keypress: equal
43.4554 	DATA 	Keypress: 5
44.9536 	DATA 	Keypress: 5
44.9554 	DATA 	Keypress: equal
45.4360 	EXP 	New trial (rep=0, index=1): OrderedDict([('Word', 'hair')])
45.4496 	EXP 	text_3: autoDraw = False
45.4496 	EXP 	text_5: autoDraw = False
45.4496 	EXP 	text_3: autoDraw = False
45.4496 	EXP 	text_4: autoDraw = False
45.4496 	EXP 	text_5: autoDraw = False
45.4496 	EXP 	text_3: text = 'hair'
45.4496 	EXP 	text_4: autoDraw = True
46.4327 	EXP 	text_3: autoDraw = True
46.4497 	EXP 	text_4: autoDraw = False
46.4702 	DATA 	Keypress: 5
46.4721 	DATA 	Keypress: equal
47.9700 	DATA 	Keypress: equal
47.9719 	DATA 	Keypress: 5
49.4706 	DATA 	Keypress: equal
49.4725 	DATA 	Keypress: 5
50.9715 	DATA 	Keypress: equal
50.9738 	DATA 	Keypress: 5
51.4328 	EXP 	text_5: autoDraw = True
52.4535 	DATA 	Keypress: 5
52.4554 	DATA 	Keypress: equal
52.5868 	DATA 	Keypress: 2
53.9537 	DATA 	Keypress: equal
