Word,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,key_resp_3.rt,text_6.started,text_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,6.5339072159986245,None,1,13.202435727002012,6.5339072159986245,None,,,,,,,,,,,,,,,,,,,subj021,001,2022_Nov_08_1716,item,3.2.3,60.142239281840276,
,,,,,,,,,,,19.762602257000253,None,5,17.39767129900065,19.762602257000253,None,,,,,,,,,,,,,subj021,001,2022_Nov_08_1716,item,3.2.3,60.142239281840276,
stove,0,0,0,13,,,,,,,,,,,,,38.18444119000196,None,37.19616673099881,38.18444119000196,43.19599652300167,None,None,43.19599652300167,None,,,,subj021,001,2022_Nov_08_1716,item,3.2.3,60.142239281840276,
leopard,0,1,1,24,,,,,,,,,,,,,49.19557297500069,None,48.184159348998946,49.19557297500069,54.18533081499845,None,1,54.18533081499845,None,0.7429464790002385,,,subj021,001,2022_Nov_08_1716,item,3.2.3,60.142239281840276,
axe,0,2,2,0,,,,,,,,,,,,,60.16869063500053,70.17903190699872,59.1846950399995,60.18511196899999,65.1687460159992,None,2,65.1687460159992,None,0.6313637970015407,,,subj021,001,2022_Nov_08_1716,item,3.2.3,60.142239281840276,
fingerprint,0,3,3,11,,,,,,,,,,,,,71.19596639700103,None,70.1955884300005,71.20177677299944,76.18406973500169,None,2,76.18406973500169,None,0.9432042259977607,,,subj021,001,2022_Nov_08_1716,item,3.2.3,60.142239281840276,
ketchup,0,4,4,2,,,,,,,,,,,,,82.16752318599902,None,81.18458420200113,82.1852908510009,87.16817810200155,None,2,87.16817810200155,None,0.8199704640028358,,,subj021,001,2022_Nov_08_1716,item,3.2.3,60.142239281840276,
scalpel,0,5,5,19,,,,,,,,,,,,,93.16155979800169,92.17878480199943,92.17878480199943,93.17880290800167,98.1620259880001,92.17878480199943,2,98.1620259880001,92.17878480199943,1.3721510319992376,,,subj021,001,2022_Nov_08_1716,item,3.2.3,60.142239281840276,
treadmill,0,6,6,16,,,,,,,,,,,,,104.16884253700118,114.17831893599941,103.16788229699887,104.16884253700118,109.17840482300016,103.16788229699887,2,109.17840482300016,103.16788229699887,1.218892633998621,,,subj021,001,2022_Nov_08_1716,item,3.2.3,60.142239281840276,
bulldozer,0,7,7,17,,,,,,,,,,,,,115.1945903449996,None,114.19449384100153,115.1945903449996,120.18493726000088,None,2,120.18493726000088,None,1.0943683959994814,,,subj021,001,2022_Nov_08_1716,item,3.2.3,60.142239281840276,
umbrella,0,8,8,5,,,,,,,,,,,,,126.16810976299894,None,125.18490799400024,126.18555316900165,131.17820318699887,None,2,131.17820318699887,None,0.8440963590001047,,,subj021,001,2022_Nov_08_1716,item,3.2.3,60.142239281840276,
porcupine,0,9,9,22,,,,,,,,,,,,,137.167813758002,147.168262141,136.17785135899976,137.167813758002,142.17833070900087,136.17785135899976,1,142.17833070900087,136.17785135899976,1.0418124739990162,,,subj021,001,2022_Nov_08_1716,item,3.2.3,60.142239281840276,
hairstylist,0,10,10,37,,,,,,,,,,,,,148.16827173300044,None,147.19504103600048,148.21148616700157,153.16829356400194,None,1,153.16829356400194,None,2.7578802690004522,,,subj021,001,2022_Nov_08_1716,item,3.2.3,60.142239281840276,
elephant,0,11,11,21,,,,,,,,,,,,,159.16877920499974,158.1677840299999,158.1677840299999,159.16877920499974,164.1608057250014,169.16076928300026,1,164.1608057250014,169.16076928300026,0.9093416430005163,,,subj021,001,2022_Nov_08_1716,item,3.2.3,60.142239281840276,
donkey,0,12,12,23,,,,,,,,,,,,,170.16816860700055,169.17770122300135,169.17770122300135,170.1852051349997,175.15187228500145,180.15227378399868,1,175.15187228500145,180.15227378399868,1.1093111939990195,,,subj021,001,2022_Nov_08_1716,item,3.2.3,60.142239281840276,
