Word,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,key_resp_3.rt,text_6.started,text_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,7.186372605996439,None,1,7.364883080001164,7.186372605996439,None,,,,,,,,,,,,,,,,,,,subj011,001,2022_Jul_20_1410,item,3.2.3,60.28656701271205,
,,,,,,,,,,,14.57849803899444,None,5,20.054956158004643,14.57849803899444,None,,,,,,,,,,,,,subj011,001,2022_Jul_20_1410,item,3.2.3,60.28656701271205,
mirror,0,0,0,10,,,,,,,,,,,,,35.647209675997146,None,34.66243920799752,35.662635665998096,40.64599855999404,None,None,40.64599855999404,None,,,,subj011,001,2022_Jul_20_1410,item,3.2.3,60.28656701271205,
ladybug,0,1,1,30,,,,,,,,,,,,,46.6529686770009,45.65285755099467,45.65285755099467,46.670607168998686,51.64685664299759,56.653816748999816,None,51.64685664299759,56.653816748999816,,,,subj011,001,2022_Jul_20_1410,item,3.2.3,60.28656701271205,
violinist,0,2,2,39,,,,,,,,,,,,,57.66322525099531,None,56.670004645995505,57.66322525099531,62.670098098999006,None,1,62.670098098999006,None,0.5082445779989939,,,subj011,001,2022_Jul_20_1410,item,3.2.3,60.28656701271205,
bulldozer,0,3,3,17,,,,,,,,,,,,,68.64626834899536,None,67.65218219099916,68.66939725499833,73.64625792699371,None,1,73.64625792699371,None,0.6461714929973823,,,subj011,001,2022_Jul_20_1410,item,3.2.3,60.28656701271205,
treadmill,0,4,4,16,,,,,,,,,,,,,79.63679341999523,78.65290279799956,78.65290279799956,79.64588227999775,84.63011717499467,89.6302057139983,1,84.63011717499467,89.6302057139983,0.3953323640016606,,,subj011,001,2022_Jul_20_1410,item,3.2.3,60.28656701271205,
grandfather,0,5,5,34,,,,,,,,,,,,,90.63009718299872,89.6531555670008,89.6531555670008,90.66301706399827,95.62945692599897,None,1,95.62945692599897,None,1.7449643619984272,,,subj011,001,2022_Jul_20_1410,item,3.2.3,60.28656701271205,
platypus,0,6,6,35,,,,,,,,,,,,,101.61345258700021,111.61368842399679,100.63558083899989,101.64673849300016,106.63562553899828,100.63558083899989,1,106.63562553899828,100.63558083899989,0.3218381320039043,,,subj011,001,2022_Jul_20_1410,item,3.2.3,60.28656701271205,
cabdriver,0,7,7,36,,,,,,,,,,,,,112.64684580999892,None,111.65199954499985,112.66365226999915,117.64689713199914,111.65199954499985,1,117.64689713199914,111.65199954499985,0.5514084120004554,,,subj011,001,2022_Jul_20_1410,item,3.2.3,60.28656701271205,
cheesecake,0,8,8,7,,,,,,,,,,,,,123.63015327699395,122.6470176369985,122.6470176369985,123.64617285499844,128.62950314099726,122.6470176369985,2,128.62950314099726,122.6470176369985,0.2609790689966758,,,subj011,001,2022_Jul_20_1410,item,3.2.3,60.28656701271205,
donkey,0,9,9,23,,,,,,,,,,,,,134.61350283299544,133.6292910150005,133.6292910150005,134.63035208499787,139.61326538799767,133.6292910150005,1,139.61326538799767,133.6292910150005,0.4489961669969489,,,subj011,001,2022_Jul_20_1410,item,3.2.3,60.28656701271205,
waterfall,0,10,10,18,,,,,,,,,,,,,145.59685050199914,144.6136330829977,144.6136330829977,145.61371336499724,150.5961788200002,144.6136330829977,1,150.5961788200002,144.6136330829977,0.4762371769975289,,,subj011,001,2022_Jul_20_1410,item,3.2.3,60.28656701271205,
hair,0,11,11,8,,,,,,,,,,,,,156.58018673599872,166.5803584929963,155.59618974799378,156.59706137899775,161.5854555689948,155.59618974799378,1,161.5854555689948,155.59618974799378,0.3319690589996753,,,subj011,001,2022_Jul_20_1410,item,3.2.3,60.28656701271205,
airplane,0,12,12,9,,,,,,,,,,,,,167.58019872799923,177.5805000449982,166.59636266400048,167.5967223080006,172.5856080070007,166.59636266400048,2,172.5856080070007,166.59636266400048,0.20866493900393834,,,subj011,001,2022_Jul_20_1410,item,3.2.3,60.28656701271205,
necklace,0,13,13,12,,,,,,,,,,,,,178.58052226199652,188.5801970850007,177.5963782119943,178.59688721499697,183.58506609199685,177.5963782119943,1,183.58506609199685,177.5963782119943,0.5462657669995679,,,subj011,001,2022_Jul_20_1410,item,3.2.3,60.28656701271205,
fingerprint,0,14,14,11,,,,,,,,,,,,,189.58022240900027,None,188.60116423200088,189.61346595299983,194.58025972099858,188.60116423200088,2,194.58025972099858,188.60116423200088,0.2461933040030999,,,subj011,001,2022_Jul_20_1410,item,3.2.3,60.28656701271205,
leopard,0,15,15,24,,,,,,,,,,,,,200.5635990899973,210.5678711629953,199.5849887259974,200.5971195079983,205.5804578909956,199.5849887259974,1,205.5804578909956,199.5849887259974,0.4660206479966291,,,subj011,001,2022_Jul_20_1410,item,3.2.3,60.28656701271205,
camera,0,16,16,3,,,,,,,,,,,,,211.58049432199914,None,210.5846303139988,211.58049432199914,216.57990028799395,210.5846303139988,2,216.57990028799395,210.5846303139988,0.6994449329940835,,,subj011,001,2022_Jul_20_1410,item,3.2.3,60.28656701271205,
axe,0,17,17,0,,,,,,,,,,,,,222.58029457499651,221.57953396799712,221.57953396799712,222.58029457499651,227.5634621979989,232.56364927200048,1,227.5634621979989,232.56364927200048,1.9470343590000994,,,subj011,001,2022_Jul_20_1410,item,3.2.3,60.28656701271205,
coyote,0,18,18,27,,,,,,,,,,,,,233.55018194999866,243.55143361799855,232.58014187099616,233.58373796399974,238.5633164739993,None,1,238.5633164739993,None,0.39313251699786633,,,subj011,001,2022_Jul_20_1410,item,3.2.3,60.28656701271205,
hummingbird,0,19,19,28,,,,,,,,,,,,,244.5638456569941,None,243.56749609399412,244.58060724099778,249.5637083929978,243.56749609399412,1,249.5637083929978,243.56749609399412,0.4787156549937208,,,subj011,001,2022_Jul_20_1410,item,3.2.3,60.28656701271205,
keyboard,0,20,20,15,,,,,,,,,,,,,255.54714629999944,254.5640205469972,254.5640205469972,255.56316390899883,260.54640003299573,254.5640205469972,1,260.54640003299573,254.5640205469972,0.4590583280005376,,,subj011,001,2022_Jul_20_1410,item,3.2.3,60.28656701271205,
