Word,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,text_6.started,text_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
snowball,0,11,11,19,,,,,,,,,,,,,156.18553940800484,155.20186978499987,155.20186978499987,156.20172540299245,161.18546461101505,166.1851425789937,None,161.18546461101505,166.1851425789937,,,subj027,001,2023_Apr_02_1408,item_20(VR),3.2.3,60.2715327742146,
mirror,0,12,12,11,,,,,,,,,,,,,167.18515019200277,166.20094244601205,166.20094244601205,167.2011495619954,172.18518265199964,None,None,172.18518265199964,None,,,subj027,001,2023_Apr_02_1408,item_20(VR),3.2.3,60.2715327742146,
passport,0,13,13,16,,,,,,,,,,,,,178.16830405200017,177.18449551300728,177.18449551300728,178.18450419799774,183.16844349901658,177.18449551300728,None,183.16844349901658,177.18449551300728,,,subj027,001,2023_Apr_02_1408,item_20(VR),3.2.3,60.2715327742146,
knight,0,14,14,4,,,,,,,,,,,,,189.15161560400156,188.1678917350073,188.1678917350073,189.16785914401407,194.1508477780153,188.1678917350073,None,194.1508477780153,188.1678917350073,,,subj027,001,2023_Apr_02_1408,item_20(VR),3.2.3,60.2715327742146,
cheerleader,0,15,15,12,,,,,,,,,,,,,200.13507950201165,210.13528886300628,199.15092431701487,200.1513659209886,205.1520592099987,199.15092431701487,None,205.1520592099987,199.15092431701487,,,subj027,001,2023_Apr_02_1408,item_20(VR),3.2.3,60.2715327742146,
microscope,0,16,16,1,,,,,,,,,,,,,211.15133263499592,None,210.15116112999385,211.15133263499592,216.15141150701675,210.15116112999385,None,216.15141150701675,210.15116112999385,,,subj027,001,2023_Apr_02_1408,item_20(VR),3.2.3,60.2715327742146,
axe,0,17,17,6,,,,,,,,,,,,,222.13465908600483,221.15139330399688,221.15139330399688,222.15070167699014,227.1346962620155,221.15139330399688,None,227.1346962620155,221.15139330399688,,,subj027,001,2023_Apr_02_1408,item_20(VR),3.2.3,60.2715327742146,
ketchup,0,18,18,15,,,,,,,,,,,,,233.11730635899585,232.13405654599774,232.13405654599774,233.13439279200975,238.11732019600458,232.13405654599774,None,238.11732019600458,232.13405654599774,,,subj027,001,2023_Apr_02_1408,item_20(VR),3.2.3,60.2715327742146,
ladybug,0,19,19,10,,,,,,,,,,,,,244.10054414600017,243.11736060099793,243.11736060099793,244.11735053700977,249.100621487014,243.11736060099793,None,249.100621487014,243.11736060099793,,,subj027,001,2023_Apr_02_1408,item_20(VR),3.2.3,60.2715327742146,
,,,,,,,,,,,,,,,,,,,,,,,,,,254.10154252900975,None,,,,,,,
