4.7386 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x111538320>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1111387b8>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.7386 	EXP 	window1: recordFrameIntervals = False
4.9052 	EXP 	window1: recordFrameIntervals = True
5.0883 	EXP 	window1: recordFrameIntervals = False
5.4774 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
5.5190 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Waiting for the scanner\n', units='height', win=Window(...), wrapWidth=1)
5.5577 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
5.5602 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
5.5733 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.02, italic=False, languageStyle='LTR', name='text_5', opacity=1.0, ori=0, pos=array([ 0. , -0.3]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
5.6131 	EXP 	Created text_6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_6', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text="That's the end of this task\n", units='height', win=Window(...), wrapWidth=1)
5.6219 	EXP 	text: autoDraw = True
8.3096 	DATA 	Keypress: 1
8.3213 	EXP 	text: autoDraw = False
8.3213 	EXP 	text_2: autoDraw = True
25.2285 	EXP 	Imported wl20.csv as conditions, 20 conditions, 1 params
25.2288 	EXP 	Created sequence: random, trialTypes=20, nReps=1, seed=None
25.2291 	EXP 	New trial (rep=0, index=0): OrderedDict([('Word', 'chipmunk')])
25.2364 	DATA 	Keypress: 5
25.2527 	EXP 	text_2: autoDraw = False
25.2527 	EXP 	text_3: text = 'chipmunk'
25.2527 	EXP 	text_4: autoDraw = True
26.2390 	EXP 	text_3: autoDraw = True
26.2558 	EXP 	text_4: autoDraw = False
26.7256 	DATA 	Keypress: 5
27.1245 	DATA 	Keypress: 1
28.2256 	DATA 	Keypress: 5
29.7261 	DATA 	Keypress: 5
31.2262 	DATA 	Keypress: 5
31.2382 	EXP 	text_5: autoDraw = True
31.7923 	DATA 	Keypress: 1
32.7272 	DATA 	Keypress: 5
34.2267 	DATA 	Keypress: 5
35.7262 	DATA 	Keypress: 5
36.2248 	EXP 	New trial (rep=0, index=1): OrderedDict([('Word', 'treadmill')])
36.2382 	EXP 	text_3: autoDraw = False
36.2382 	EXP 	text_5: autoDraw = False
36.2382 	EXP 	text_3: autoDraw = False
36.2382 	EXP 	text_4: autoDraw = False
36.2382 	EXP 	text_5: autoDraw = False
36.2382 	EXP 	text_3: text = 'treadmill'
36.2382 	EXP 	text_4: autoDraw = True
37.2220 	EXP 	text_3: autoDraw = True
37.2264 	DATA 	Keypress: 5
37.2382 	EXP 	text_4: autoDraw = False
38.7258 	DATA 	Keypress: 5
40.2264 	DATA 	Keypress: 5
41.7258 	DATA 	Keypress: 5
42.2224 	EXP 	text_5: autoDraw = True
43.0095 	DATA 	Keypress: 2
43.2269 	DATA 	Keypress: 5
44.7272 	DATA 	Keypress: 5
46.2258 	DATA 	Keypress: 5
47.2078 	EXP 	New trial (rep=0, index=2): OrderedDict([('Word', 'porcupine')])
47.2224 	EXP 	text_3: autoDraw = False
47.2224 	EXP 	text_5: autoDraw = False
47.2224 	EXP 	text_3: autoDraw = False
47.2224 	EXP 	text_4: autoDraw = False
47.2224 	EXP 	text_5: autoDraw = False
47.2224 	EXP 	text_3: text = 'porcupine'
47.2224 	EXP 	text_4: autoDraw = True
47.7255 	DATA 	Keypress: 5
48.2056 	EXP 	text_3: autoDraw = True
48.2224 	EXP 	text_4: autoDraw = False
49.2258 	DATA 	Keypress: 5
50.7260 	DATA 	Keypress: 5
52.2261 	DATA 	Keypress: 5
53.2056 	EXP 	text_5: autoDraw = True
53.7267 	DATA 	Keypress: 5
53.7752 	DATA 	Keypress: 1
55.2241 	DATA 	Keypress: 5
56.7261 	DATA 	Keypress: 5
58.1906 	EXP 	New trial (rep=0, index=3): OrderedDict([('Word', 'ketchup')])
58.2049 	EXP 	text_3: autoDraw = False
58.2049 	EXP 	text_5: autoDraw = False
58.2049 	EXP 	text_3: autoDraw = False
58.2049 	EXP 	text_4: autoDraw = False
58.2049 	EXP 	text_5: autoDraw = False
58.2049 	EXP 	text_3: text = 'ketchup'
58.2049 	EXP 	text_4: autoDraw = True
58.2260 	DATA 	Keypress: 5
59.1888 	EXP 	text_3: autoDraw = True
59.2051 	EXP 	text_4: autoDraw = False
59.7257 	DATA 	Keypress: 5
61.2258 	DATA 	Keypress: 5
62.7265 	DATA 	Keypress: 5
64.1887 	EXP 	text_5: autoDraw = True
64.2268 	DATA 	Keypress: 5
64.9249 	DATA 	Keypress: 2
65.7268 	DATA 	Keypress: 5
67.2268 	DATA 	Keypress: 5
68.7268 	DATA 	Keypress: 5
69.1738 	EXP 	New trial (rep=0, index=4): OrderedDict([('Word', 'ladybug')])
69.1881 	EXP 	text_3: autoDraw = False
69.1881 	EXP 	text_5: autoDraw = False
69.1881 	EXP 	text_3: autoDraw = False
69.1881 	EXP 	text_4: autoDraw = False
69.1881 	EXP 	text_5: autoDraw = False
69.1881 	EXP 	text_3: text = 'ladybug'
69.1881 	EXP 	text_4: autoDraw = True
