Word,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,key_resp_3.rt,text_6.started,text_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,6.40348275998258,None,1,15.002284288988449,6.40348275998258,None,,,,,,,,,,,,,,,,,,,subj026,001,2023_Feb_19_1343,item_20(VR),3.2.3,60.00190721949868,
,,,,,,,,,,,21.42247686997871,None,5,16.53039300799719,21.42247686997871,None,,,,,,,,,,,,,subj026,001,2023_Feb_19_1343,item_20(VR),3.2.3,60.00190721949868,
cheerleader,0,0,0,12,,,,,,,,,,,,,38.97292106898385,None,37.98687233499368,38.98932662198786,43.97224112399272,None,None,43.97224112399272,None,,,,subj026,001,2023_Feb_19_1343,item_20(VR),3.2.3,60.00190721949868,
hummingbird,0,1,1,5,,,,,,,,,,,,,49.97255162798683,None,48.97209814199596,49.97255162798683,54.97249041299801,None,None,54.97249041299801,None,,,,subj026,001,2023_Feb_19_1343,item_20(VR),3.2.3,60.00190721949868,
necklace,0,2,2,3,,,,,,,,,,,,,60.955421615974046,None,59.97171704500215,60.9723287949746,65.95572754499153,None,None,65.95572754499153,None,,,,subj026,001,2023_Feb_19_1343,item_20(VR),3.2.3,60.00190721949868,
ketchup,0,3,3,15,,,,,,,,,,,,,71.93897101297625,70.95511768499273,70.95511768499273,71.95574187897728,76.93905166897457,70.95511768499273,None,76.93905166897457,70.95511768499273,,,,subj026,001,2023_Feb_19_1343,item_20(VR),3.2.3,60.00190721949868,
knight,0,4,4,4,,,,,,,,,,,,,82.92225038498873,81.9389773659932,81.9389773659932,82.93955565697979,87.92342085999553,81.9389773659932,1,87.92342085999553,81.9389773659932,0.6454214410041459,,,subj026,001,2023_Feb_19_1343,item_20(VR),3.2.3,60.00190721949868,
waterfall,0,5,5,2,,,,,,,,,,,,,93.90641308997874,92.92250794099527,92.92250794099527,93.92340196800069,98.90649951598607,92.92250794099527,None,98.90649951598607,92.92250794099527,,,,subj026,001,2023_Feb_19_1343,item_20(VR),3.2.3,60.00190721949868,
cabdriver,0,6,6,8,,,,,,,,,,,,,104.9062239129853,103.90588631099672,103.90588631099672,104.9062239129853,109.90627623497858,103.90588631099672,None,109.90627623497858,103.90588631099672,,,,subj026,001,2023_Feb_19_1343,item_20(VR),3.2.3,60.00190721949868,
microscope,0,7,7,1,,,,,,,,,,,,,115.88939442898845,114.9052512240014,114.9052512240014,115.9062893439841,120.8893946549797,114.9052512240014,2,120.8893946549797,114.9052512240014,0.03135538499918766,,,subj026,001,2023_Feb_19_1343,item_20(VR),3.2.3,60.00190721949868,
treadmill,0,8,8,17,,,,,,,,,,,,,126.87275206699269,125.8893847259751,125.8893847259751,126.88957504599239,131.8727810169803,125.8893847259751,None,131.8727810169803,125.8893847259751,,,,subj026,001,2023_Feb_19_1343,item_20(VR),3.2.3,60.00190721949868,
porcupine,0,9,9,13,,,,,,,,,,,,,137.86887152699637,147.8683959179907,136.8850933619833,137.88529860097333,142.87286975697498,136.8850933619833,None,142.87286975697498,136.8850933619833,,,,subj026,001,2023_Feb_19_1343,item_20(VR),3.2.3,60.00190721949868,
ladybug,0,10,10,10,,,,,,,,,,,,,148.8684644829773,None,147.88508555098088,148.8853112969955,153.86850465097814,147.88508555098088,None,153.86850465097814,147.88508555098088,,,,subj026,001,2023_Feb_19_1343,item_20(VR),3.2.3,60.00190721949868,
passport,0,11,11,16,,,,,,,,,,,,,159.86779458398814,158.86830135897617,158.86830135897617,159.88535711797886,164.85175262897974,169.85187433997635,None,164.85175262897974,169.85187433997635,,,,subj026,001,2023_Feb_19_1343,item_20(VR),3.2.3,60.00190721949868,
snowball,0,12,12,19,,,,,,,,,,,,,170.8517511379905,169.86797860698425,169.86797860698425,170.86819503697916,175.85177354500047,None,None,175.85177354500047,None,,,,subj026,001,2023_Feb_19_1343,item_20(VR),3.2.3,60.00190721949868,
hair,0,13,13,9,,,,,,,,,,,,,181.85143809497822,180.85137006099103,180.85137006099103,181.85540341798333,186.8388128169754,180.85137006099103,None,186.8388128169754,180.85137006099103,,,,subj026,001,2023_Feb_19_1343,item_20(VR),3.2.3,60.00190721949868,
grandfather,0,14,14,7,,,,,,,,,,,,,192.85152369498974,191.85144318299717,191.85144318299717,192.85152369498974,197.85149752398138,191.85144318299717,None,197.85149752398138,191.85144318299717,,,,subj026,001,2023_Feb_19_1343,item_20(VR),3.2.3,60.00190721949868,
axe,0,15,15,6,,,,,,,,,,,,,203.85114299299312,202.867611337977,202.867611337977,203.85572829999728,208.8563896349806,202.867611337977,2,208.8563896349806,202.867611337977,1.4254329240066,,,subj026,001,2023_Feb_19_1343,item_20(VR),3.2.3,60.00190721949868,
chipmunk,0,16,16,18,,,,,,,,,,,,,214.83928129597916,213.85617831000127,213.85617831000127,214.86801303099492,219.83928101698984,213.85617831000127,None,219.83928101698984,213.85617831000127,,,,subj026,001,2023_Feb_19_1343,item_20(VR),3.2.3,60.00190721949868,
leopard,0,17,17,0,,,,,,,,,,,,,225.85072840499924,224.85082688898547,224.85082688898547,225.86761402297998,230.8344449219876,235.83990083498065,None,230.8344449219876,235.83990083498065,,,,subj026,001,2023_Feb_19_1343,item_20(VR),3.2.3,60.00190721949868,
baby,0,18,18,14,,,,,,,,,,,,,236.8398777609982,235.856086425978,235.856086425978,236.85673051298363,241.84002359598526,None,None,241.84002359598526,None,,,,subj026,001,2023_Feb_19_1343,item_20(VR),3.2.3,60.00190721949868,
mirror,0,19,19,11,,,,,,,,,,,,,247.823279395001,246.85055833298247,246.85055833298247,247.85645402097725,252.82350235598278,246.85055833298247,None,252.82350235598278,246.85055833298247,,,,subj026,001,2023_Feb_19_1343,item_20(VR),3.2.3,60.00190721949868,
,,,,,,,,,,,,,,,,,,,,,,,,,,,257.8338686989737,None,,,,,,,
