Word,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,text_6.started,text_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
fingerprint,0,17,17,11,,,,,,,,,,,,,224.50086986499082,234.50017498499074,223.51697191499989,224.5168652279972,229.51623404100246,223.51697191499989,None,229.51623404100246,223.51697191499989,,,subj018,001,2022_Sep_17_1615,item,3.2.3,None,
umbrella,0,18,18,5,,,,,,,,,,,,,235.50120931799756,None,234.51736431999598,235.51692772499518,240.50029040299705,234.51736431999598,None,240.50029040299705,234.51736431999598,,,subj018,001,2022_Sep_17_1615,item,3.2.3,None,
elephant,0,19,19,21,,,,,,,,,,,,,246.48444133799057,245.49969670799328,245.49969670799328,246.5014292459964,251.48378022199904,245.49969670799328,None,251.48378022199904,245.49969670799328,,,subj018,001,2022_Sep_17_1615,item,3.2.3,None,
platypus,0,20,20,35,,,,,,,,,,,,,257.4836919819936,256.49278265099565,256.49278265099565,257.5000440199947,262.4920067329949,256.49278265099565,None,262.4920067329949,256.49278265099565,,,subj018,001,2022_Sep_17_1615,item,3.2.3,None,
walrus,0,21,21,25,,,,,,,,,,,,,268.49245198800054,267.49218934300006,267.49218934300006,268.50838760400075,273.4843556699925,278.4924755769898,None,273.4843556699925,278.4924755769898,,,subj018,001,2022_Sep_17_1615,item,3.2.3,None,
passport,0,22,22,4,,,,,,,,,,,,,279.50052873199456,278.50864327499585,278.50864327499585,279.5168176570005,284.4840189289971,289.49194269599684,None,284.4840189289971,289.49194269599684,,,subj018,001,2022_Sep_17_1615,item,3.2.3,None,
stove,0,23,23,13,,,,,,,,,,,,,290.50093271899095,289.5088243349892,289.5088243349892,290.5177993589896,295.4841380639991,300.4918369799998,None,295.4841380639991,300.4918369799998,,,subj018,001,2022_Sep_17_1615,item,3.2.3,None,
camera,0,24,24,3,,,,,,,,,,,,,301.5010893939907,300.50853488799476,300.50853488799476,301.52521166398947,306.48438783499296,311.48441198100045,None,306.48438783499296,311.48441198100045,,,subj018,001,2022_Sep_17_1615,item,3.2.3,None,
chipmunk,0,25,25,26,,,,,,,,,,,,,312.48367555599543,311.5085707919934,311.5085707919934,312.5246196139924,317.48442524099664,None,None,317.48442524099664,None,,,subj018,001,2022_Sep_17_1615,item,3.2.3,None,
cheesecake,0,26,26,7,,,,,,,,,,,,,323.4919335589948,322.4911016499973,322.4911016499973,323.5087113369955,328.47513179900125,333.4838859099982,None,328.47513179900125,333.4838859099982,,,subj018,001,2022_Sep_17_1615,item,3.2.3,None,
swan,0,27,27,29,,,,,,,,,,,,,334.4844052929984,344.4837219589972,333.50913655699696,334.5172133820015,339.49077647700324,None,None,339.49077647700324,None,,,subj018,001,2022_Sep_17_1615,item,3.2.3,None,
snowball,0,28,28,14,,,,,,,,,,,,,345.48374006999074,None,344.5009809829935,345.5005769619893,350.48382890300127,344.5009809829935,None,350.48382890300127,344.5009809829935,,,subj018,001,2022_Sep_17_1615,item,3.2.3,None,
binoculars,0,29,29,1,,,,,,,,,,,,,356.46785645799537,355.4839795320004,355.4839795320004,356.48433788599505,361.46788645799097,355.4839795320004,None,361.46788645799097,355.4839795320004,,,subj018,001,2022_Sep_17_1615,item,3.2.3,None,
mirror,0,30,30,10,,,,,,,,,,,,,367.4512310309947,366.4675960329914,366.4675960329914,367.4671860620001,372.45114601300156,366.4675960329914,None,372.45114601300156,366.4675960329914,,,subj018,001,2022_Sep_17_1615,item,3.2.3,None,
waterfall,0,31,31,18,,,,,,,,,,,,,378.4339388329972,377.45093069299764,377.45093069299764,378.4508937240025,383.43456502199115,377.45093069299764,None,383.43456502199115,377.45093069299764,,,subj018,001,2022_Sep_17_1615,item,3.2.3,None,
hairstylist,0,32,32,37,,,,,,,,,,,,,389.424279533996,388.43405732000247,388.43405732000247,389.434331825003,394.4171357029991,388.43405732000247,None,394.4171357029991,388.43405732000247,,,subj018,001,2022_Sep_17_1615,item,3.2.3,None,
hair,0,33,33,8,,,,,,,,,,,,,400.4013371839974,410.4007116849971,399.4242555699893,400.4340125949966,405.40773097499914,399.4242555699893,None,405.40773097499914,399.4242555699893,,,subj018,001,2022_Sep_17_1615,item,3.2.3,None,
grandfather,0,34,34,34,,,,,,,,,,,,,411.40753041399876,None,410.41782751599385,411.42304418499407,416.40719156799605,410.41782751599385,None,416.40719156799605,410.41782751599385,,,subj018,001,2022_Sep_17_1615,item,3.2.3,None,
crab,0,35,35,31,,,,,,,,,,,,,422.4011724469892,432.40132939699106,421.40706652699737,422.4239638579893,427.40719422999246,421.40706652699737,None,427.40719422999246,421.40706652699737,,,subj018,001,2022_Sep_17_1615,item,3.2.3,None,
bulldozer,0,36,36,17,,,,,,,,,,,,,433.4013807379961,None,432.42362369700277,433.4401220479922,438.40664773099707,432.42362369700277,None,438.40664773099707,432.42362369700277,,,subj018,001,2022_Sep_17_1615,item,3.2.3,None,
coyote,0,37,37,27,,,,,,,,,,,,,444.40123979399505,454.40118925498973,443.4067459499929,444.4174205649906,449.406914303996,443.4067459499929,None,449.406914303996,443.4067459499929,,,subj018,001,2022_Sep_17_1615,item,3.2.3,None,
seahorse,0,38,38,33,,,,,,,,,,,,,455.4012714720011,None,454.4180360969913,455.41803093100316,460.40092116499727,454.4180360969913,None,460.40092116499727,454.4180360969913,,,subj018,001,2022_Sep_17_1615,item,3.2.3,None,
axe,0,39,39,0,,,,,,,,,,,,,466.38460190600017,465.40126609300205,465.40126609300205,466.4066539709893,471.38463152399345,465.40126609300205,None,471.38463152399345,465.40126609300205,,,subj018,001,2022_Sep_17_1615,item,3.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,476.3839596769976,None,,,,,,,
