Word,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_6.started,text_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,9.800807691004593,None,1,20.793332233995898,9.800807691004593,None,,,,,,,,,,,,,,,,,,,subj024,001,2023_Feb_04_1611,item,3.2.3,60.153710897463945,
,,,,,,,,,,,30.614097577999928,None,5,17.37604159899638,30.614097577999928,None,,,,,,,,,,,,,subj024,001,2023_Feb_04_1611,item,3.2.3,60.153710897463945,
crab,0,0,0,31,,,,,,,,,,,,,49.01551562199893,None,48.016631007994874,49.03178476099856,54.014923462003935,None,1,2.5712034569878597,54.014923462003935,None,,,subj024,001,2023_Feb_04_1611,item,3.2.3,60.153710897463945,
stove,0,1,1,13,,,,,,,,,,,,,59.99764246099221,None,59.01450797299913,60.01481759099988,64.99807420099387,None,2,3.178049680995173,64.99807420099387,None,,,subj024,001,2023_Feb_04_1611,item,3.2.3,60.153710897463945,
seahorse,0,2,2,33,,,,,,,,,,,,,70.98139355699823,69.99837348000437,69.99837348000437,70.99853285599966,75.98219945500023,69.99837348000437,1,2.9099587530072313,75.98219945500023,69.99837348000437,,,subj024,001,2023_Feb_04_1611,item,3.2.3,60.153710897463945,
axe,0,3,3,0,,,,,,,,,,,,,81.96558482899854,80.98177462599415,80.98177462599415,81.98201321299712,86.96563435799908,80.98177462599415,2,1.387476275995141,86.96563435799908,80.98177462599415,,,subj024,001,2023_Feb_04_1611,item,3.2.3,60.153710897463945,
ladybug,0,4,4,30,,,,,,,,,,,,,92.94889690099808,91.96436808300496,91.96436808300496,92.96536145899154,97.94900173800124,91.96436808300496,1,3.005154689992196,97.94900173800124,91.96436808300496,,,subj024,001,2023_Feb_04_1611,item,3.2.3,60.153710897463945,
airplane,0,5,5,9,,,,,,,,,,,,,103.93222760899516,102.94821631499508,102.94821631499508,103.94874160099425,108.9314984770026,102.94821631499508,2,1.5866051979974145,108.9314984770026,102.94821631499508,,,subj024,001,2023_Feb_04_1611,item,3.2.3,60.153710897463945,
microscope,0,6,6,6,,,,,,,,,,,,,114.93148232200474,113.93172514399339,113.93172514399339,114.93148232200474,119.93200403200171,113.93172514399339,2,3.099031007004669,119.93200403200171,113.93172514399339,,,subj024,001,2023_Feb_04_1611,item,3.2.3,60.153710897463945,
bulldozer,0,7,7,17,,,,,,,,,,,,,125.9317910559912,124.93062610899506,124.93062610899506,125.9317910559912,130.93203748499218,124.93062610899506,2,1.2240850230009528,130.93203748499218,124.93062610899506,,,subj024,001,2023_Feb_04_1611,item,3.2.3,60.153710897463945,
